target,raw_score,pred_class_raw,platt_score,isotonic_score,venn_abers_ind_score,p0_va_ind,p1_va_ind,venn_abers_cross_score
0.0,0.007170319563114712,0.0,0.0006389850724267361,0.0,0.003401360544217687,0.0,0.0034129692832764505,0.003559037663432867
0.0,0.03693238069991302,0.0,0.012305864657899271,0.010638297872340425,0.01930763498407967,0.010526315789473684,0.01948051948051948,0.014625095300992055
0.0,0.01651185879184824,0.0,0.002858773856949061,0.0,0.01056338028169014,0.0,0.010676156583629894,0.007248500487720074
0.0,0.0152405197736022,0.0,0.002474325566666306,0.0,0.00970873786407767,0.0,0.00980392156862745,0.006939477222437821
0.0,0.0058769972387925215,0.0,0.00044762837530270595,0.0,0.002688172043010753,0.0,0.0026954177897574125,0.0029803647536074084
0.0,0.0006966908727827128,0.0,9.995378190505784e-06,0.0,0.0011848341232227487,0.0,0.0011862396204033216,0.0016036396543739231
0.0,0.0010944526785002344,0.0,2.2336144419688208e-05,0.0,0.0012658227848101264,0.0,0.0012674271229404308,0.0016948245957583731
0.0,0.04855489103329472,0.0,0.020291885077340255,0.010638297872340425,0.02220663861617578,0.010526315789473684,0.02247191011235955,0.021681367010516563
0.0,0.002426178774256981,0.0,9.22476770849878e-05,0.0,0.0015673981191222572,0.0,0.0015698587127158557,0.002027961020576961
0.0,0.00697563854414337,0.0,0.0006082595033848106,0.0,0.0033670033670033673,0.0,0.0033783783783783786,0.0034362081544540737
0.0,0.010002367652723894,0.0,0.0011604038121842393,0.0,0.005464480874316941,0.0,0.005494505494505495,0.004744146145933899
0.0,0.0007947949471870427,0.0,1.2636970002455288e-05,0.0,0.0012019230769230768,0.0,0.0012033694344163659,0.0016228570919497652
0.0,0.033442994769063816,0.0,0.010269433451608507,0.006993006993006993,0.017768272117797062,0.006944444444444444,0.017964071856287425,0.012689416108410513
1.0,0.9871962671576314,1.0,0.9998931408553278,1.0,0.9914529914529915,0.9913793103448276,1.0,0.9892538218232888
0.0,0.008084133905406181,0.0,0.00079213194092008,0.0,0.003999999999999999,0.0,0.004016064257028112,0.003946788962387909
0.0,0.0019425205466906007,0.0,6.206497585726066e-05,0.0,0.0014367816091954025,0.0,0.0014388489208633094,0.0019343336948101247
0.0,0.003915268690955425,0.0,0.00021664113453602517,0.0,0.0019379844961240308,0.0,0.001941747572815534,0.0023709782199779913
0.0,0.03892915319663952,0.0,0.013547037344961127,0.010638297872340425,0.01930763498407967,0.010526315789473684,0.01948051948051948,0.015570361358846315
0.0,0.0518047732741441,0.0,0.022849543721440827,0.010638297872340425,0.02494747899159664,0.010526315789473684,0.02531645569620253,0.023462849162649152
0.0,0.002657254251076523,0.0,0.00010849378237270611,0.0,0.0016155088852988692,0.0,0.0016181229773462784,0.002080658516617357
0.0,0.0030844393813568775,0.0,0.00014154055511223233,0.0,0.0017094017094017094,0.0,0.0017123287671232876,0.0021732088535136823
0.0,0.0024167492940524345,0.0,9.160944609415258e-05,0.0,0.0015673981191222572,0.0,0.0015698587127158557,0.0020269078754727417
1.0,0.9231256721800988,1.0,0.9970888920808492,1.0,0.9827586206896551,0.9824561403508771,1.0,0.9780523096400812
0.0,0.012604606188602688,0.0,0.0017579733938503704,0.0,0.007575757575757576,0.0,0.007633587786259542,0.005970158368289998
0.0,0.029475070907153043,0.0,0.00816099301715169,0.006993006993006993,0.014384177404854658,0.006944444444444444,0.014492753623188406,0.01081923417566969
0.0,0.005859808270486216,0.0,0.00044528965165573493,0.0,0.00267379679144385,0.0,0.002680965147453083,0.002972849471934548
0.0,0.01707184402039156,0.0,0.003036031508225365,0.0,0.01090909090909091,0.0,0.011029411764705883,0.007467514993553713
0.0,0.017111434857878645,0.0,0.0030487458769471736,0.0,0.01090909090909091,0.0,0.011029411764705883,0.007491924424956571
0.0,0.24936968141614024,0.0,0.3670363546128393,0.564842711502083,0.4413793103448276,0.15625,0.6666666666666666,0.36516694494061835
1.0,0.6540785205392817,1.0,0.9274536104292667,1.0,0.8888888888888888,0.875,1.0,0.8955488833625256
0.0,0.01737370587061393,0.0,0.003133579145480558,0.0,0.01107011070110701,0.0,0.011194029850746268,0.007643830562095368
0.0,0.016746108947572665,0.0,0.0029323367791708695,0.0,0.010676156583629895,0.0,0.01079136690647482,0.007344330076695094
0.0,0.03804739313159805,0.0,0.012992174463686454,0.010638297872340425,0.01930763498407967,0.010526315789473684,0.01948051948051948,0.015004189547637995
0.0,0.011989709845614918,0.0,0.0016068022011930976,0.0,0.007352941176470589,0.0,0.007407407407407408,0.005653268811529023
1.0,0.08014929834981854,0.0,0.05090821862001448,0.01694915254237288,0.03278688524590164,0.016666666666666666,0.03333333333333333,0.044254447767670166
0.0,0.002542468626124946,0.0,0.00010027859292259532,0.0,0.0015898251192368838,0.0,0.0015923566878980893,0.002055791871870065
1.0,0.9298558733876874,1.0,0.9975572684970221,1.0,0.9833333333333334,0.9830508474576272,1.0,0.9787355343919322
1.0,0.7600793684978138,1.0,0.969710862890348,1.0,0.9375,0.9333333333333333,1.0,0.9348802389037307
0.0,0.00044217857832965965,0.0,4.450527515812944e-06,0.0,0.0011428571428571427,0.0,0.0011441647597254005,0.0015526163192701933
0.0,0.008683668942636346,0.0,0.0009004957364175416,0.0,0.004444444444444444,0.0,0.004464285714285714,0.004188300828885098
0.0,0.007841332118284085,0.0,0.0007500152785700113,0.0,0.003861003861003861,0.0,0.003875968992248062,0.0038442096592773145
0.0,0.0023468454597783427,0.0,8.693901356959055e-05,0.0,0.0015527950310559005,0.0,0.0015552099533437014,0.002012317995000667
0.0,0.062036829565809415,0.0,0.03180515079976392,0.010638297872340425,0.031086387434554975,0.010526315789473684,0.031746031746031744,0.030317766443882847
0.0,0.037244482237071504,0.0,0.012496239759384402,0.010638297872340425,0.01930763498407967,0.010526315789473684,0.01948051948051948,0.014765854659921234
0.0,0.010361417785330628,0.0,0.0012362315451551588,0.0,0.005714285714285714,0.0,0.005747126436781609,0.004883522201745108
0.0,0.016213015939235256,0.0,0.0027661543960996724,0.0,0.01056338028169014,0.0,0.010676156583629894,0.007162754433563555
0.0,0.0041994899661569616,0.0,0.00024551832971744634,0.0,0.0020876826722338203,0.0,0.0020920502092050207,0.0024375076971569374
0.0,0.0056928982380954635,0.0,0.00042286314688061254,0.0,0.002638522427440633,0.0,0.0026455026455026454,0.002928432257387892
